time,x,y,speed,yaw_rate,lat_g,long_g,steering_angle,slip_ratio,distance
123.940,351.533,2291.672,233.260,0.970,0.028,0.323,0.770,-0.200,5705.430
123.960,351.916,2292.763,231.900,-0.730,0.084,-0.057,0.330,-0.180,5706.720
123.980,352.296,2293.846,230.480,0.160,-0.051,-0.071,-0.380,0.500,5708.000
124.000,352.679,2294.935,231.570,-0.190,0.065,0.244,0.580,0.190,5709.280
124.020,353.060,2296.021,230.960,0.690,-0.097,-0.045,-0.460,0.170,5710.570
124.040,353.443,2297.110,231.380,2.210,0.001,0.248,-0.720,0.320,5711.850
124.060,353.823,2298.192,230.390,0.710,0.012,-0.065,-0.430,0.190,5713.130
124.080,354.205,2299.279,230.970,-0.670,0.012,0.196,0.380,0.560,5714.420
124.100,354.591,2300.380,233.920,-0.080,-0.015,0.226,0.570,-0.630,5715.710
124.120,354.977,2301.478,233.230,1.400,0.006,-0.018,-0.200,-0.300,5717.010
124.140,355.360,2302.570,232.120,-1.410,-0.062,-0.076,-0.930,-0.210,5718.300
124.160,355.742,2303.659,231.490,-0.620,0.043,-0.102,-0.780,-0.410,5719.590
124.180,356.127,2304.753,232.570,0.710,0.012,0.218,-0.530,0.030,5720.880
124.200,356.508,2305.839,230.800,1.290,0.018,-0.053,-0.650,0.050,5722.160
124.220,356.894,2306.939,233.670,0.610,-0.014,0.227,0.130,0.590,5723.460
124.240,357.282,2308.046,235.040,-0.610,-0.016,0.242,0.970,0.270,5724.760
124.260,357.675,2309.166,237.330,0.540,0.026,0.226,0.400,-0.150,5726.080
124.280,358.058,2310.259,232.270,0.410,0.079,-0.020,-0.560,0.150,5727.370
124.300,358.447,2311.369,235.430,0.350,-0.070,0.265,-0.350,-0.550,5728.680
124.320,358.833,2312.466,233.160,-0.100,-0.072,0.017,-0.250,0.040,5729.980
124.340,359.217,2313.561,232.680,0.050,0.013,-0.061,0.190,0.030,5731.270
124.360,359.602,2314.657,232.830,-0.910,-0.017,0.241,0.790,-0.270,5732.560
124.380,359.990,2315.764,234.880,2.480,0.006,0.286,-0.230,-0.060,5733.870
124.400,360.375,2316.863,233.420,0.160,-0.001,-0.038,0.770,-0.210,5735.160
124.420,360.762,2317.965,234.060,0.550,0.031,0.222,1.050,-0.280,5736.460
124.440,361.150,2319.070,234.460,-0.220,-0.014,0.267,-0.170,0.200,5737.770
124.460,361.536,2320.172,234.160,0.850,-0.060,-0.038,-0.190,0.310,5739.070
124.480,361.923,2321.276,234.200,-1.300,-0.039,0.196,-0.180,0.150,5740.370
124.500,362.307,2322.367,231.920,-1.750,-0.008,-0.070,0.030,-0.130,5741.660
124.520,362.696,2323.478,235.850,-0.030,-0.063,0.256,-0.180,-0.200,5742.970
124.540,363.086,2324.591,235.970,2.050,-0.002,0.293,0.440,-0.120,5744.280
124.560,363.474,2325.697,234.820,1.210,0.003,-0.029,-0.770,-0.070,5745.580
124.580,363.866,2326.814,236.710,-0.810,-0.018,0.233,-0.270,-0.260,5746.900
124.600,364.260,2327.939,238.410,0.520,0.010,0.229,0.160,0.320,5748.220
124.620,364.650,2329.054,236.500,-0.640,-0.081,-0.026,0.440,-0.060,5749.540
124.640,365.045,2330.181,238.610,0.430,-0.048,0.177,1.100,0.230,5750.860
124.660,365.442,2331.315,240.120,0.500,-0.057,0.226,-0.640,-0.420,5752.200
124.680,365.840,2332.453,240.710,0.930,0.044,0.292,-0.330,-0.210,5753.530
124.700,366.229,2333.562,235.280,-1.570,0.115,-0.041,-1.130,0.260,5754.840
124.720,366.618,2334.671,235.440,-1.270,-0.044,0.227,-0.550,0.260,5756.150
124.740,367.009,2335.788,236.690,-0.080,-0.012,0.214,-0.880,-0.360,5757.460
124.760,367.402,2336.909,237.700,-1.030,-0.035,0.275,-0.260,0.090,5758.780
124.780,367.798,2338.043,240.040,-1.110,0.011,0.252,-0.110,0.100,5760.120
124.800,368.193,2339.170,238.750,0.270,-0.030,-0.057,0.230,-0.210,5761.440
124.820,368.583,2340.284,236.150,-0.920,0.014,-0.039,-0.150,0.110,5762.760
124.840,368.975,2341.403,237.190,2.260,0.033,0.255,0.230,-0.470,5764.070
124.860,369.369,2342.527,238.200,-0.530,-0.061,0.253,0.060,-0.280,5765.400
124.880,369.759,2343.641,236.170,-0.270,0.014,-0.090,-0.520,0.180,5766.710
124.900,370.154,2344.767,238.580,0.300,-0.090,0.219,-0.840,0.010,5768.030
124.920,370.545,2345.884,236.920,-1.510,-0.013,-0.028,0.290,0.020,5769.350
124.940,370.936,2346.999,236.380,0.510,-0.016,-0.033,0.820,-0.050,5770.660
124.960,371.329,2348.120,237.580,0.340,-0.011,0.261,1.270,0.160,5771.980
124.980,371.725,2349.253,239.770,-0.350,-0.016,0.232,0.470,0.180,5773.320
125.000,372.122,2350.386,239.910,0.270,-0.025,0.273,0.730,0.240,5774.650
125.020,372.518,2351.518,239.600,0.430,-0.013,-0.061,0.230,0.040,5775.980
125.040,372.916,2352.657,241.090,1.440,0.012,0.289,0.150,-0.120,5777.320
125.060,373.315,2353.797,241.080,2.500,0.013,-0.072,0.060,-0.170,5778.660
125.080,373.712,2354.932,240.210,-1.060,0.006,-0.066,-0.050,-0.320,5779.990
125.100,374.109,2356.066,240.150,-1.300,-0.029,-0.055,0.300,-0.120,5781.330
125.120,374.506,2357.202,240.400,0.100,0.054,0.275,-0.260,-0.180,5782.660
125.140,374.903,2358.337,240.130,-2.080,0.076,-0.051,-0.070,0.480,5784.000
125.160,375.295,2359.456,237.240,0.650,-0.064,-0.049,-0.590,-0.310,5785.320
125.180,375.696,2360.602,242.350,0.110,0.008,0.238,0.240,0.310,5786.660
125.200,376.095,2361.743,241.390,0.370,-0.023,-0.042,-0.480,-0.080,5788.000
125.220,376.490,2362.872,239.120,-0.300,0.046,-0.052,0.020,-0.060,5789.330
125.240,376.893,2364.023,243.240,0.260,-0.001,0.226,0.250,0.120,5790.680
125.260,377.290,2365.159,240.360,0.470,0.003,-0.046,0.290,-0.430,5792.020
125.280,377.689,2366.299,241.230,0.200,0.025,0.255,0.390,-0.240,5793.360
125.300,378.091,2367.450,243.080,-1.350,-0.015,0.320,-0.110,-0.370,5794.710
125.320,378.491,2368.594,242.030,0.170,0.084,-0.068,0.240,-0.110,5796.050
125.340,378.894,2369.748,243.850,1.850,0.025,0.225,-0.240,-0.270,5797.410
125.360,379.293,2370.890,241.470,0.240,0.047,-0.042,-0.990,0.400,5798.750
125.380,379.698,2372.048,244.680,0.140,-0.011,0.220,0.270,-0.180,5800.110
125.400,380.097,2373.188,241.130,1.560,-0.006,-0.082,0.150,-0.710,5801.450
125.420,380.501,2374.345,244.420,-0.750,0.041,0.207,0.510,-0.100,5802.810
125.440,380.896,2375.475,239.190,0.890,0.036,-0.073,-0.010,0.240,5804.130
125.460,381.295,2376.615,241.090,-0.530,-0.062,0.228,-0.800,0.490,5805.470
125.480,381.697,2377.766,243.340,1.090,0.006,0.212,-0.050,-0.070,5806.830
125.500,382.098,2378.913,242.440,0.800,0.024,-0.058,0.440,-0.160,5808.170
125.520,382.500,2380.063,243.080,-0.410,-0.007,0.179,0.240,-0.000,5809.520
125.540,382.902,2381.215,243.400,-0.270,0.019,0.265,-0.070,0.120,5810.880
125.560,383.302,2382.357,241.700,0.980,-0.004,-0.067,-0.830,-0.340,5812.220
125.580,383.702,2383.502,241.960,-1.860,-0.112,0.238,-0.510,-0.070,5813.560
125.600,384.106,2384.657,244.140,-0.440,-0.066,0.268,0.240,-0.010,5814.920
125.620,384.508,2385.807,242.940,0.620,0.049,-0.039,-0.830,0.010,5816.270
125.640,384.915,2386.973,246.100,-0.310,-0.012,0.231,-0.160,-0.040,5817.640
125.660,385.318,2388.127,243.950,0.130,0.009,-0.036,0.020,-0.280,5818.990
125.680,385.724,2389.290,245.460,-2.040,-0.000,0.296,0.570,0.100,5820.350
125.700,386.129,2390.452,245.200,-0.850,-0.041,-0.080,0.310,-0.010,5821.720
125.720,386.533,2391.605,243.780,0.680,-0.023,-0.027,0.480,-0.010,5823.070
125.740,386.932,2392.749,241.860,-0.750,0.016,-0.083,0.150,-0.320,5824.410
125.760,387.341,2393.919,246.760,-1.300,0.022,0.285,-0.420,0.190,5825.790
125.780,387.744,2395.072,243.660,1.060,0.109,-0.071,-0.310,-0.280,5827.140
125.800,388.148,2396.230,244.680,0.520,-0.024,0.227,-0.470,0.480,5828.500
125.820,388.554,2397.392,245.200,-1.090,0.084,0.284,0.300,-0.350,5829.860
125.840,388.960,2398.555,245.500,0.140,-0.043,0.272,-0.350,0.230,5831.220
125.860,389.369,2399.726,247.170,-1.060,0.024,0.230,-0.200,-0.570,5832.600
125.880,389.775,2400.891,245.890,-0.150,0.009,-0.046,0.010,-0.680,5833.960
125.900,390.182,2402.056,245.840,0.180,-0.006,-0.071,0.820,-0.170,5835.330
125.920,390.592,2403.231,247.710,-0.810,-0.000,0.202,0.330,-0.680,5836.710
125.940,391.000,2404.403,247.230,0.740,-0.031,-0.044,-0.390,0.220,5838.080
125.960,391.406,2405.565,245.370,0.900,0.045,-0.061,0.080,-0.010,5839.440
125.980,391.811,2406.725,244.910,0.260,-0.042,-0.078,0.830,0.420,5840.800
126.000,392.217,2407.888,245.540,0.410,0.016,0.289,0.310,-0.050,5842.170
126.020,392.626,2409.058,246.850,-1.450,0.038,0.223,-0.800,0.070,5843.540
126.040,393.031,2410.219,245.210,1.360,0.069,-0.046,-0.460,-0.080,5844.900
126.060,393.440,2411.392,247.360,-0.090,0.049,0.282,-0.500,-0.260,5846.280
126.080,393.849,2412.564,247.180,-0.940,0.029,-0.058,0.720,-0.120,5847.650
126.100,394.252,2413.717,243.710,0.150,-0.032,-0.072,0.630,-0.360,5849.000
126.120,394.658,2414.881,245.560,0.750,-0.039,0.259,-0.310,0.120,5850.370
126.140,395.061,2416.033,243.490,0.510,-0.057,-0.036,-0.320,-0.090,5851.720
126.160,395.470,2417.206,247.460,-1.080,-0.062,0.276,0.020,-0.030,5853.090
126.180,395.883,2418.392,249.730,0.760,-0.000,0.306,0.040,0.850,5854.480
126.200,396.289,2419.554,245.430,-0.060,-0.036,-0.064,-0.480,-0.120,5855.850
126.220,396.697,2420.722,246.440,0.500,0.060,0.256,-0.120,0.090,5857.210
126.240,397.108,2421.900,248.320,-0.800,-0.029,0.212,-0.730,-0.020,5858.590
126.260,397.516,2423.071,247.120,1.050,0.005,-0.030,0.640,0.350,5859.970
126.280,397.925,2424.244,247.270,0.180,-0.013,0.256,-0.880,0.070,5861.340
126.300,398.339,2425.430,249.830,1.190,-0.070,0.245,-0.890,-0.080,5862.730
126.320,398.750,2426.608,248.420,-1.530,0.054,-0.069,0.220,0.690,5864.110
126.340,399.158,2427.779,247.090,-1.400,0.035,-0.060,-0.620,-0.260,5865.480
126.360,399.566,2428.947,246.330,-0.240,0.041,-0.043,-0.250,-0.060,5866.850
126.380,399.984,2430.149,252.930,1.470,0.030,0.221,0.030,0.270,5868.250
126.400,400.400,2431.343,251.460,1.960,-0.038,-0.059,0.340,-0.250,5869.650
126.420,400.813,2432.526,249.240,-0.890,-0.037,-0.049,-0.110,0.230,5871.040
126.440,401.227,2433.714,250.200,0.050,0.023,0.204,0.890,-0.140,5872.430
126.460,401.639,2434.898,249.480,0.160,0.077,-0.082,-0.000,0.300,5873.810
126.480,402.055,2436.090,251.130,0.720,0.019,0.230,0.600,0.290,5875.210
126.500,402.467,2437.273,249.230,0.880,0.049,-0.003,0.140,-0.030,5876.590
126.520,402.881,2438.459,249.850,-1.110,-0.026,0.225,1.070,-0.300,5877.980
126.540,403.297,2439.654,251.490,0.060,0.055,0.248,0.530,-0.120,5879.380
126.560,403.716,2440.857,253.140,-2.010,-0.021,0.219,0.020,-0.000,5880.780
126.580,404.133,2442.056,252.220,0.810,0.012,-0.073,0.310,0.270,5882.190
126.600,404.552,2443.259,253.110,-0.340,-0.018,0.207,-0.130,0.100,5883.590
126.620,404.967,2444.451,250.940,-1.210,0.044,-0.030,-0.140,0.160,5884.990
126.640,405.382,2445.641,250.620,0.330,0.045,-0.090,-0.650,0.100,5886.380
126.660,405.793,2446.821,248.800,-0.370,-0.074,-0.023,-0.400,0.250,5887.760
126.680,406.210,2448.018,251.970,1.260,0.066,0.264,1.030,-0.060,5889.160
126.700,406.628,2449.218,252.570,-0.890,0.119,0.248,-0.600,0.050,5890.560
126.720,407.044,2450.414,251.710,2.220,-0.018,-0.022,-0.330,0.010,5891.960
126.740,407.460,2451.607,251.140,0.850,-0.006,0.043,-0.050,-0.130,5893.360
126.760,407.881,2452.817,254.320,1.290,0.062,0.264,-0.030,0.300,5894.770
126.780,408.300,2454.022,253.550,-1.030,0.003,-0.084,0.190,0.300,5896.180
126.800,408.722,2455.234,254.720,1.790,-0.000,0.295,-0.230,0.360,5897.590
126.820,409.138,2456.428,251.470,-1.210,0.095,-0.044,0.220,-0.230,5898.990
126.840,409.555,2457.626,251.990,-0.210,-0.068,0.313,0.570,0.110,5900.390
126.860,409.977,2458.839,255.010,1.300,-0.039,0.235,0.630,0.330,5901.810
126.880,410.396,2460.043,253.280,0.510,0.021,-0.012,-0.130,0.450,5903.210
126.900,410.814,2461.244,252.650,-1.240,-0.081,-0.050,0.310,-0.450,5904.620
126.920,411.233,2462.446,252.900,1.140,-0.019,0.330,-0.570,-0.000,5906.020
126.940,411.653,2463.653,253.780,0.340,-0.019,0.242,-0.360,-0.060,5907.430
126.960,412.076,2464.868,255.450,-0.420,0.048,0.340,-0.590,0.480,5908.850
126.980,412.496,2466.076,253.860,-1.540,0.035,-0.037,-0.020,-0.660,5910.260
127.000,412.918,2467.291,255.430,0.430,-0.084,0.275,-0.430,-0.310,5911.680
127.020,413.341,2468.505,255.100,-0.160,-0.035,0.001,-0.760,0.430,5913.100
127.040,413.760,2469.709,253.230,0.160,-0.035,-0.074,-0.190,-0.140,5914.510
127.060,414.179,2470.913,253.380,-1.590,-0.011,0.279,-0.860,-0.390,5915.910
127.080,414.600,2472.122,254.170,-0.420,-0.055,0.241,0.660,0.450,5917.320
127.100,415.018,2473.325,252.990,0.480,0.023,-0.045,-0.280,-0.430,5918.730
127.120,415.439,2474.534,254.370,1.880,-0.035,0.252,0.490,0.310,5920.140
127.140,415.866,2475.761,257.560,-0.210,0.029,0.267,-0.250,-0.470,5921.570
127.160,416.288,2476.977,255.400,1.440,-0.000,-0.034,-0.600,-0.430,5922.990
127.180,416.709,2478.187,254.440,0.790,-0.049,-0.067,0.590,0.060,5924.410
127.200,417.137,2479.419,258.620,0.230,0.069,0.254,0.040,-0.250,5925.840
127.220,417.559,2480.630,254.500,-1.010,0.071,-0.120,0.940,0.080,5927.260
127.240,417.980,2481.841,254.600,-0.970,0.015,0.280,-0.230,0.540,5928.670
127.260,418.407,2483.070,258.030,0.620,-0.012,0.301,-0.220,-0.050,5930.110
127.280,418.833,2484.296,257.330,-0.530,-0.053,-0.044,0.500,0.490,5931.540
127.300,419.257,2485.516,256.290,-0.620,0.054,-0.098,0.510,0.100,5932.960
127.320,419.684,2486.744,257.890,-0.180,0.041,0.272,0.080,0.290,5934.390
127.340,420.110,2487.969,257.240,-0.160,-0.041,-0.073,1.670,-0.710,5935.820
127.360,420.532,2489.183,255.160,0.900,-0.034,-0.045,-0.140,0.190,5937.240
127.380,420.952,2490.389,253.490,-0.510,0.023,-0.029,-0.630,0.140,5938.650
127.400,421.376,2491.609,256.390,0.800,-0.059,0.266,-0.500,-0.110,5940.070
127.420,421.805,2492.844,259.010,0.440,-0.031,0.282,-0.140,0.570,5941.510
127.440,422.230,2494.067,256.890,-1.670,-0.052,-0.046,0.760,-0.150,5942.940
127.460,422.658,2495.298,258.370,0.290,-0.050,0.255,-0.090,-0.480,5944.370
127.480,423.085,2496.528,258.110,-2.670,-0.036,-0.028,0.780,0.230,5945.810
127.500,423.508,2497.743,255.440,-0.900,0.045,-0.052,0.220,-0.430,5947.230
127.520,423.934,2498.970,257.520,0.460,-0.088,0.229,0.540,0.020,5948.660
127.540,424.363,2500.203,258.820,-0.010,0.022,0.264,0.190,0.400,5950.090
127.560,424.789,2501.428,257.250,-1.770,0.013,-0.084,0.190,0.150,5951.520
127.580,425.216,2502.658,258.040,-1.120,0.048,0.248,0.380,-0.070,5952.960
127.600,425.645,2503.894,259.320,-2.610,0.013,0.209,-0.280,-0.110,5954.400
127.620,426.074,2505.128,258.990,-1.340,-0.019,-0.067,-0.280,0.380,5955.840
127.640,426.505,2506.371,260.600,0.580,-0.041,0.235,0.170,-0.370,5957.280
127.660,426.935,2507.609,259.750,-0.560,0.050,-0.080,0.970,0.230,5958.730
127.680,427.362,2508.838,257.890,0.170,0.025,-0.017,-0.770,0.660,5960.160
127.700,427.791,2510.071,258.760,0.010,-0.025,0.281,-1.010,0.160,5961.600
127.720,428.220,2511.309,259.660,0.030,0.045,0.289,-0.130,-0.070,5963.040
127.740,428.654,2512.558,261.780,1.020,-0.022,0.244,0.520,-0.050,5964.490
127.760,429.083,2513.793,259.220,-0.200,-0.000,-0.063,0.030,-0.140,5965.930
127.780,429.509,2515.020,257.480,0.910,-0.030,-0.026,-0.580,-0.200,5967.360
127.800,429.941,2516.264,260.890,-2.480,0.027,0.254,0.040,0.040,5968.810
127.820,430.370,2517.500,259.240,1.110,-0.050,-0.046,-0.870,0.200,5970.250
127.840,430.798,2518.732,258.600,-1.290,-0.015,-0.126,0.310,0.480,5971.690
127.860,431.230,2519.975,260.700,-1.070,-0.033,0.273,-0.150,-0.590,5973.140
127.880,431.664,2521.227,262.280,-0.700,0.013,0.269,-0.040,-0.730,5974.600
127.900,432.095,2522.467,260.110,1.080,0.019,-0.050,0.210,0.490,5976.040
127.920,432.529,2523.717,261.870,-0.890,-0.055,0.274,0.100,0.020,5977.500
127.940,432.963,2524.969,262.290,-0.660,0.020,0.268,-0.270,0.030,5978.950
127.960,433.398,2526.222,262.610,-0.960,-0.074,0.229,0.520,0.150,5980.410
127.980,433.829,2527.464,260.470,0.260,0.110,-0.057,0.400,-0.060,5981.860
128.000,434.260,2528.704,260.040,0.740,-0.026,-0.080,-0.890,0.590,5983.300
128.020,434.691,2529.946,260.390,1.700,0.052,0.294,-0.120,0.150,5984.750
128.040,435.127,2531.203,263.200,2.400,0.010,0.279,-0.540,-0.130,5986.210
128.060,435.562,2532.459,263.170,0.650,0.012,-0.074,-0.630,-0.110,5987.680
128.080,435.994,2533.704,260.880,0.370,-0.058,-0.031,0.270,-0.040,5989.120
128.100,436.434,2534.973,265.670,-1.220,0.042,0.258,-0.210,-0.230,5990.600
128.120,436.866,2536.218,261.000,1.910,0.002,-0.071,-0.070,0.510,5992.050
128.140,437.304,2537.480,264.260,0.220,0.024,0.254,-0.330,0.040,5993.520
128.160,437.743,2538.748,265.190,-0.290,-0.005,0.276,0.190,-0.350,5994.990
128.180,438.179,2540.004,263.230,0.390,0.007,-0.022,0.340,0.120,5996.450
128.200,438.613,2541.255,262.060,-0.640,-0.044,0.020,1.090,0.430,5997.910
128.220,439.047,2542.507,262.240,-2.340,-0.008,0.253,-0.090,0.320,5999.370
128.240,439.483,2543.763,263.120,0.570,-0.021,0.243,-0.720,-0.230,6000.830
128.260,439.922,2545.030,265.280,1.340,-0.035,0.267,-0.250,-0.330,6002.300
128.280,440.356,2546.281,262.010,0.560,0.007,-0.055,0.420,0.430,6003.760
128.300,440.789,2547.527,261.200,-0.010,0.018,-0.068,-0.390,-0.490,6005.210
128.320,441.227,2548.791,264.650,0.010,0.013,0.222,-0.740,0.110,6006.680
128.340,441.666,2550.058,265.130,0.170,-0.005,0.147,-0.380,-0.170,6008.150
128.360,442.109,2551.337,267.360,0.140,0.021,0.272,-0.270,0.390,6009.640
128.380,442.544,2552.589,262.490,-0.060,0.012,-0.099,-0.540,-0.320,6011.100
128.400,442.982,2553.853,264.510,0.030,0.005,0.224,0.110,-0.240,6012.570
128.420,443.423,2555.128,266.600,1.560,0.008,0.259,-0.040,0.190,6014.050
128.440,443.862,2556.395,265.190,0.470,0.059,-0.060,0.390,0.240,6015.520
128.460,444.301,2557.660,264.860,0.110,-0.060,0.014,-0.220,0.410,6016.990
128.480,444.743,2558.934,266.490,0.660,-0.016,0.205,0.280,0.140,6018.470
128.500,445.181,2560.198,264.560,0.660,0.017,0.017,-0.250,0.100,6019.940
128.520,445.623,2561.474,266.880,0.950,-0.079,0.291,-0.560,0.310,6021.420
128.540,446.060,2562.734,263.870,-0.760,0.069,-0.023,-0.270,-0.410,6022.890
128.560,446.496,2563.993,263.620,-0.480,0.013,-0.007,-0.810,-0.260,6024.360
128.580,446.936,2565.263,265.640,-0.810,0.048,0.262,0.890,-0.390,6025.830
128.600,447.371,2566.515,262.360,0.770,0.056,-0.101,0.070,-0.810,6027.290
128.620,447.812,2567.789,266.480,0.720,0.021,0.265,-0.400,0.250,6028.770
128.640,448.249,2569.049,263.900,-1.270,-0.112,-0.094,-0.190,0.430,6030.240
128.660,448.691,2570.326,267.070,0.390,0.007,0.234,-1.230,0.170,6031.720
128.680,449.134,2571.603,267.080,1.370,0.011,0.248,0.720,0.110,6033.200
128.700,449.576,2572.879,266.850,-0.240,-0.054,-0.077,0.670,0.030,6034.690
128.720,450.019,2574.160,267.750,0.310,-0.089,0.278,0.050,0.020,6036.170
128.740,450.463,2575.440,267.560,0.730,0.023,-0.056,0.160,0.510,6037.660
128.760,450.905,2576.716,266.960,-1.320,-0.062,-0.038,-0.630,0.460,6039.140
128.780,451.353,2578.010,270.290,0.150,0.103,0.250,-0.600,-0.180,6040.640
128.800,451.797,2579.294,268.290,1.270,0.013,-0.046,-0.850,0.330,6042.130
128.820,452.243,2580.581,269.000,-0.590,0.068,0.223,-0.080,0.370,6043.630
128.840,452.689,2581.872,269.610,0.830,0.002,0.215,0.530,0.200,6045.130
128.860,453.135,2583.160,269.150,0.030,0.038,-0.055,-0.190,0.120,6046.620
128.880,453.585,2584.460,271.390,-0.670,0.003,0.221,0.170,0.110,6048.130
128.900,454.030,2585.746,268.690,-0.100,0.050,-0.008,0.490,-0.440,6049.620
128.920,454.475,2587.031,268.580,-0.530,-0.102,-0.091,-0.810,-0.470,6051.110
128.940,454.918,2588.312,267.770,-0.890,0.044,0.020,0.920,0.230,6052.600
128.960,455.363,2589.596,268.510,-0.250,0.033,0.259,0.580,-0.330,6054.090
128.980,455.807,2590.878,267.950,0.070,-0.008,-0.048,0.260,-0.420,6055.580
129.000,456.255,2592.172,270.210,-0.170,-0.020,0.234,0.460,-0.620,6057.080
129.020,456.699,2593.454,267.970,-0.270,-0.015,-0.030,0.490,-0.140,6058.570
129.040,457.145,2594.744,269.600,0.230,0.014,0.244,0.150,0.110,6060.070
129.060,457.593,2596.039,270.480,0.530,0.061,0.259,0.710,0.140,6061.570
129.080,458.041,2597.332,270.010,-1.140,-0.027,-0.025,-0.230,0.260,6063.070
129.100,458.486,2598.617,268.590,-0.250,-0.085,-0.030,0.230,-0.120,6064.560
129.120,458.935,2599.916,271.140,-1.970,0.124,0.287,0.660,0.030,6066.070
129.140,459.382,2601.209,270.110,-0.160,0.034,-0.034,-1.350,0.250,6067.570
129.160,459.823,2602.481,266.080,0.150,-0.020,-0.079,0.220,0.140,6069.050
129.180,460.269,2603.769,269.060,0.570,0.059,0.188,0.360,-0.180,6070.540
129.200,460.721,2605.076,272.790,0.150,0.047,0.256,-0.850,0.090,6072.060
129.220,461.173,2606.385,273.060,0.550,0.025,0.257,0.140,-0.600,6073.580
129.240,461.624,2607.687,271.770,0.070,-0.024,0.008,-0.400,0.000,6075.090
129.260,462.075,2608.992,272.310,-0.680,0.033,0.247,0.200,-0.190,6076.600
129.280,462.522,2610.285,270.120,-1.120,0.054,-0.039,-0.050,0.460,6078.100
129.300,462.971,2611.583,271.040,-0.260,-0.086,0.273,-0.470,-0.290,6079.610
129.320,463.424,2612.894,273.440,-0.770,0.011,0.265,0.550,0.040,6081.130
129.340,463.876,2614.199,272.370,-0.120,0.015,-0.025,-0.210,-0.130,6082.640
129.360,464.326,2615.502,271.980,-0.490,0.013,-0.075,0.130,-0.170,6084.150
129.380,464.777,2616.804,271.750,0.420,0.002,-0.079,0.660,0.110,6085.660
129.400,465.231,2618.117,273.940,0.050,0.059,0.242,-0.460,-0.130,6087.180
129.420,465.685,2619.431,274.010,0.450,-0.011,0.185,0.000,0.560,6088.700
129.440,466.138,2620.742,273.450,0.440,-0.000,-0.051,-0.250,-0.590,6090.220
129.460,466.590,2622.049,272.730,-0.180,0.016,-0.070,-0.140,0.190,6091.740
129.480,467.041,2623.354,272.240,-0.120,-0.009,-0.040,1.080,-0.030,6093.250
129.500,467.495,2624.667,273.970,0.500,-0.069,0.242,0.230,-0.020,6094.770
129.520,467.945,2625.967,271.420,2.450,0.011,-0.080,0.160,0.090,6096.280
129.540,468.395,2627.270,271.880,-0.990,0.011,0.289,0.260,0.300,6097.790
129.560,468.844,2628.569,271.200,0.040,-0.018,-0.048,0.220,0.080,6099.300
129.580,469.301,2629.890,275.380,-1.200,-0.007,0.276,-0.910,0.300,6100.830
129.600,469.752,2631.196,272.590,-0.020,-0.159,-0.044,1.150,0.010,6102.340
129.620,470.207,2632.513,274.430,-0.670,0.060,0.264,-0.730,-0.310,6103.870
129.640,470.661,2633.825,273.790,-0.120,0.045,-0.091,0.870,-0.030,6105.390
129.660,471.122,2635.163,278.470,0.160,-0.067,0.288,0.310,0.350,6106.930
129.680,471.578,2636.481,274.940,-0.490,-0.034,-0.024,0.090,-0.120,6108.460
129.700,472.028,2637.783,271.630,-1.780,0.072,-0.051,-0.150,-0.320,6109.970
129.720,472.486,2639.109,276.330,1.430,-0.058,0.259,1.300,0.190,6111.510
129.740,472.940,2640.423,274.140,0.840,0.024,-0.020,0.300,0.100,6113.030
129.760,473.395,2641.740,274.570,-0.130,-0.025,0.239,0.010,-0.230,6114.550
129.780,473.850,2643.054,274.010,-0.890,0.021,-0.097,-0.270,-0.070,6116.080
129.800,474.306,2644.375,275.460,0.090,0.003,0.239,-0.330,-0.050,6117.610
129.820,474.763,2645.698,275.590,0.360,-0.014,0.255,0.030,0.000,6119.140
129.840,475.218,2647.014,274.500,0.770,0.019,-0.051,-0.470,0.190,6120.660
129.860,475.673,2648.332,274.860,0.860,-0.025,0.290,0.340,-0.120,6122.190
129.880,476.130,2649.656,275.920,1.050,-0.089,0.221,-0.320,0.210,6123.720
129.900,476.582,2650.962,272.400,-1.740,-0.046,-0.075,0.500,-0.160,6125.240
129.920,477.036,2652.275,273.900,-0.300,-0.052,0.218,0.490,0.500,6126.760
129.940,477.498,2653.614,278.720,0.990,-0.080,0.263,-0.030,0.510,6128.310
129.960,477.957,2654.943,276.860,-0.920,0.018,-0.096,0.290,-0.260,6129.840
129.980,478.414,2656.266,275.730,1.220,-0.009,-0.028,0.320,-0.370,6131.380
130.000,478.868,2657.580,274.120,1.810,0.018,-0.078,-0.730,0.290,6132.900
130.020,479.326,2658.908,276.730,1.190,0.026,0.227,0.870,0.080,6134.440
130.040,479.788,2660.246,278.440,0.660,0.038,0.303,-0.130,0.170,6135.980
130.060,480.254,2661.597,281.070,-0.450,0.020,0.287,0.350,-0.200,6137.550
130.080,480.718,2662.943,280.100,0.280,-0.049,-0.046,0.360,-0.040,6139.100
130.100,481.176,2664.268,276.080,-1.350,0.029,-0.089,-1.240,-0.100,6140.630
130.120,481.635,2665.596,276.820,-0.780,0.011,0.310,-0.330,0.090,6142.170
130.140,482.091,2666.918,275.500,-0.710,0.110,-0.056,0.420,-0.370,6143.700
130.160,482.550,2668.246,276.600,0.060,0.000,0.257,0.030,-0.030,6145.240
130.180,483.010,2669.579,277.690,-0.390,0.019,0.277,0.340,-0.380,6146.780
130.200,483.470,2670.912,277.610,0.260,-0.005,-0.109,0.050,-0.150,6148.320
